,type,price,beds,bath,propertysqft,locality,sublocality,latitude,longitude,borough,zip_code,broker_name
3029,Multi-family home for sale,919000,6,3.0,1760.0,New York,Bronx County,40.85291,-73.83034,Bronx,10461,Other
3030,Co-op for sale,499000,3,2.0,1200.0,Bronx County,The Bronx,40.83199,-73.91912,Bronx,10456,Brown Harris Stevens
3031,Co-op for sale,359000,2,1.0,850.0,New York County,New York,40.80426,-73.94153,Manhattan,10035,Brown Harris Stevens
3032,Condo for sale,771770,2,2.0,710.0,Queens County,Queens,40.763958,-73.832596,Queens,11354,NoBroker
3033,Condo for sale,3550000,3,2.0,2693.0,New York County,New York,40.740406,-73.997086,Manhattan,10011,Sotheby's International Realty
3034,Townhouse for sale,9750000,8,7.0,7228.0,New York,New York County,40.766464,-73.967964,Manhattan,10065,Other
3035,Co-op for sale,4395000,6,4.0,2700.0,New York County,New York,40.782227,-73.95752,Manhattan,10128,BHHS New York Properties
3036,Co-op for sale,695000,1,2.0,2184.2078,New York County,New York,40.768753,-73.963135,Manhattan,10021,Corcoran
3037,Multi-family home for sale,1398000,4,2.0,2184.2078,New York,Queens County,40.728374,-73.79702,Other,11366,Other
3038,Condo for sale,645000,3,1.0,419.0,New York County,New York,40.74245,-73.99653,Manhattan,10011,COMPASS
3039,Multi-family home for sale,859000,6,3.0,2184.2078,New York,Bronx County,40.834076,-73.91134,Bronx,10456,Other
3040,House for sale,19500000,5,7.0,2184.2078,New York,New York County,40.777653,-73.95777,Manhattan,10028,Corcoran
3041,Condo for sale,1250000,2,2.0,1434.0,New York County,New York,40.810448,-73.943184,Manhattan,10027,COMPASS
3042,Co-op for sale,449000,2,1.0,2184.2078,Queens County,Queens,40.74931,-73.71183,Other,11004,Keller Williams
3043,Condo for sale,7990000,5,4.0,5202.0,New York,New York County,40.72216,-74.007866,Manhattan,10013,Serhant
3044,Co-op for sale,3950000,2,2.0,2184.2078,New York,Manhattan,40.731667,-73.996475,Manhattan,10003,Other
3045,Multi-family home for sale,1399000,4,4.0,2049.0,New York,Kings County,40.689022,-73.92444,Brooklyn,11221,Douglas Elliman
3046,Condo for sale,7750000,3,3.0,2184.2078,New York,Manhattan,40.736675,-73.99666,Manhattan,10011,Nest Seekers International
3047,Co-op for sale,1049000,4,3.0,2400.0,Bronx County,The Bronx,40.88194,-73.92049,Bronx,10463,Douglas Elliman
3048,House for sale,995000,4,3.0,2000.0,New York,Bronx County,40.85803,-73.837906,Bronx,10469,Other
3049,Co-op for sale,3195000,3,3.0,2184.2078,New York County,New York,40.77019,-73.96824,Manhattan,10065,COMPASS
3050,Co-op for sale,360000,2,2.0,2184.2078,Queens County,Queens,40.780632,-73.78005,Other,11360,Douglas Elliman
3051,Co-op for sale,750000,3,2.0,1600.0,New York,New York County,40.78138,-73.95544,Manhattan,10128,Brown Harris Stevens
3052,Co-op for sale,18000000,6,6.0,2184.2078,New York County,New York,40.76763,-73.96688,Manhattan,10065,Sotheby's International Realty
3053,Co-op for sale,300000,1,1.0,800.0,Kings County,Brooklyn,40.577408,-73.97326,Brooklyn,11224,RE/MAX
3054,House for sale,675888,3,1.0,1662.0,New York,Richmond County,40.551792,-74.14416,Staten Island,10308,Other
3055,Co-op for sale,215000,1,1.0,2184.2078,Queens County,Queens,40.70623,-73.83267,Other,11415,Other
3056,Condo for sale,250000,3,1.0,2184.2078,Kings County,Brooklyn,40.65765,-73.87825,Brooklyn,11207,Other
3057,Multi-family home for sale,2749000,3,6.0,4480.0,New York,Kings County,40.5975,-73.953964,Brooklyn,11229,Other
3058,Townhouse for sale,860000,3,2.0,2000.0,New York,Kings County,40.631596,-73.93769,Brooklyn,11210,Douglas Elliman
3059,Condo for sale,1195000,1,1.0,713.0,New York County,New York,40.714794,-74.00644,Manhattan,10007,Serhant
3060,House for sale,825000,3,2.0,1400.0,New York,Queens County,40.753708,-73.85425,Other,11368,East Coast REALTORS Inc
3061,Co-op for sale,295000,2,1.0,2184.2078,The Bronx,Riverdale,40.885838,-73.90886,Bronx,10463,TREBACH REALTY INC
3062,Condo for sale,599000,1,1.0,2184.2078,New York County,New York,40.787994,-73.948586,Manhattan,10029,Other
3063,Multi-family home for sale,1169900,6,4.0,2310.0,New York,Queens County,40.746296,-73.86099,Other,11368,Other
3064,House for sale,2795000,6,6.0,3600.0,New York,Kings County,40.68241,-73.98208,Brooklyn,11217,Other
3065,House for sale,6250000,4,2.0,4500.0,New York,New York County,40.73989,-73.988266,Manhattan,10010,Corcoran
3066,Multi-family home for sale,2099000,3,6.0,3520.0,New York,Kings County,40.61905,-73.991234,Brooklyn,11204,RE/MAX
3067,Co-op for sale,339000,1,1.0,2184.2078,Queens County,Queens,40.716286,-73.83144,Other,11375,Other
3068,Co-op for sale,255000,1,1.0,2184.2078,Queens County,Queens,40.73151,-73.82865,Queens,11367,Other
3069,Co-op for sale,140000,3,1.0,2184.2078,Queens County,Queens,40.710155,-73.79885,Queens,11432,Other
3070,Co-op for sale,240000,3,1.0,500.0,Queens County,Queens,40.72232,-73.849365,Other,11375,Other
3071,Co-op for sale,1775000,2,2.0,2184.2078,New York County,New York,40.77878,-73.98378,Manhattan,10023,COMPASS
3072,Co-op for sale,1195000,2,2.0,650.0,New York County,New York,40.74356,-73.9785,Manhattan,10016,Corcoran
3073,House for sale,699000,3,2.0,2040.0,New York,Bronx County,40.824734,-73.879456,Bronx,10472,Other
3074,Co-op for sale,4150000,2,2.0,2184.2078,New York County,New York,40.77019,-73.96824,Manhattan,10065,Corcoran
3075,Multi-family home for sale,1398000,9,6.0,4440.0,New York,Kings County,40.637695,-74.026306,Brooklyn,11220,Other
3076,Co-op for sale,299000,3,1.0,650.0,Queens County,Queens,40.75336,-73.82505,Queens,11355,Coldwell Banker
3077,Co-op for sale,500000,3,1.0,450.0,New York County,New York,40.736156,-73.99773,Manhattan,10011,Brown Harris Stevens
3078,Condo for sale,450888,1,1.0,2184.2078,Queens County,Queens,40.731968,-73.85416,Queens,11374,E Realty International
3079,Co-op for sale,298000,1,1.0,790.0,Kings County,Brooklyn,40.58602,-73.966835,Brooklyn,11235,Ilite Realty Inc
3080,Co-op for sale,230000,1,1.0,2184.2078,New York,Kings County,40.62917,-73.957565,Brooklyn,11230,Other
3081,Condo for sale,748000,2,2.0,713.0,Queens County,Queens,40.757626,-73.82311,Queens,11355,B Square Realty
3082,Co-op for sale,15500000,4,6.0,2184.2078,New York,New York County,40.798565,-73.943596,Manhattan,10128,Corcoran
3083,Townhouse for sale,6850000,4,4.0,2184.2078,New York,New York County,40.768887,-73.96206,Manhattan,10021,Douglas Elliman
3084,House for sale,735000,3,2.0,2350.0,New York,Bronx County,40.81705,-73.80233,Bronx,10465,Other
3085,Co-op for sale,229999,1,1.0,2184.2078,Queens County,Queens,40.7671,-73.72744,Other,11362,Other
3086,Co-op for sale,385000,1,1.0,2184.2078,New York County,New York,40.851234,-73.94121,Manhattan,10033,Corcoran
3087,Co-op for sale,458000,2,1.0,2184.2078,Queens County,Queens,40.750965,-73.88518,Queens,11372,Other
3088,Co-op for sale,3750000,2,2.0,2300.0,New York County,New York,40.721817,-73.99858,Manhattan,10012,Douglas Elliman
3089,Co-op for sale,3100000,2,2.0,2184.2078,New York County,New York,40.785778,-73.969345,Manhattan,10024,Other
3090,Co-op for sale,595000,3,1.0,2184.2078,New York,New York County,40.77287,-73.96531,Manhattan,10021,Brown Harris Stevens
3091,Co-op for sale,470000,2,1.0,2184.2078,Queens County,Queens,40.763344,-73.934616,Queens,11106,Corcoran
3092,House for sale,399999,2,1.0,1056.0,New York,Richmond County,40.630924,-74.121254,Staten Island,10310,Robert DeFalco Realty
3093,House for sale,599000,4,2.0,1665.0,New York,Bronx County,40.905212,-73.84817,Bronx,10470,Keller Williams
3094,Condo for sale,18950000,4,4.0,5075.0,New York County,New York,40.721962,-74.00334,Manhattan,10013,COMPASS
3095,Condo for sale,2300000,2,2.0,1035.0,New York County,New York,40.779438,-73.97814,Manhattan,10023,Other
3096,Co-op for sale,420000,1,1.0,2184.2078,New York County,New York,40.738964,-73.97911,Manhattan,10010,COMPASS
3097,Multi-family home for sale,1459000,5,4.0,3500.0,New York,Richmond County,40.521214,-74.230736,Staten Island,10309,Robert DeFalco Realty
3098,Co-op for sale,499000,1,1.0,2184.2078,New York,New York County,40.71351,-73.97941,Other,10002,Other
3099,Condo for sale,510000,2,2.0,972.0,New York,Bronx County,40.806755,-73.853096,Bronx,10473,Other
3100,Condo for sale,825000,2,2.0,1001.0,New York County,New York,40.82419,-73.939705,Manhattan,10039,Douglas Elliman
3101,House for sale,1150000,3,2.0,1352.0,New York,Bronx County,40.871635,-73.89844,Bronx,10468,Other
3102,Condo for sale,6895000,2,2.0,2114.0,New York County,New York,40.76639,-73.98099,Manhattan,10019,Sotheby's International Realty
3103,Co-op for sale,165000,1,1.0,750.0,Bronx County,The Bronx,40.90478,-73.90575,Bronx,10471,Brown Harris Stevens
3104,House for sale,874900,3,4.0,1500.0,New York,Richmond County,40.589134,-74.14681,Staten Island,10314,Robert DeFalco Realty
3105,Multi-family home for sale,1499999,8,6.0,2184.2078,New York,Kings County,40.702816,-73.916534,Brooklyn,11237,eXp Realty
3106,Co-op for sale,245000,1,1.0,863.0,Bronx County,The Bronx,40.875813,-73.876595,Bronx,10467,Corcoran
3107,Condo for sale,565000,1,1.0,804.0,Kings County,Brooklyn,40.60539,-73.97876,Brooklyn,11223,RE/MAX
3108,Co-op for sale,1950000,3,2.0,1265.0,New York County,New York,40.795784,-73.94981,Manhattan,10029,Brown Harris Stevens
3109,Multi-family home for sale,699000,2,3.0,2184.2078,New York,Kings County,40.676907,-73.93273,Other,11213,Real Broker NY LLC
3110,Co-op for sale,1200000,1,1.0,1120.0,New York County,New York,40.70886,-74.00129,Manhattan,10038,Other
3111,House for sale,1425000,5,4.0,2184.2078,New York,Queens County,40.739967,-73.82626,Queens,11367,Other
3112,Multi-family home for sale,1595000,9,6.0,4420.0,New York,Kings County,40.67777,-73.918976,Other,11233,Keystone Realty USA Corp
3113,Multi-family home for sale,1495000,3,6.0,5148.0,New York,Kings County,40.613758,-73.9878,Brooklyn,11204,RE/MAX
3114,Multi-family home for sale,2375000,4,4.0,2184.2078,New York,Kings County,40.653778,-73.977066,Brooklyn,11218,Corcoran
3115,House for sale,1248000,4,2.0,2450.0,United States,New York,40.605614,-73.939674,Brooklyn,11229,Other
3116,Co-op for sale,399000,1,1.0,675.0,New York County,New York,40.85812,-73.93224,Manhattan,10040,Other
3117,Co-op for sale,4895000,4,2.0,3594.0,New York County,New York,40.733875,-73.99212,Manhattan,10003,Other
3118,Co-op for sale,475000,3,1.0,2184.2078,New York County,New York,40.766224,-73.95164,Manhattan,10021,Brown Harris Stevens
3119,Co-op for sale,11175000,4,6.0,3841.0,New York County,New York,40.782578,-73.95783,Manhattan,10128,Corcoran
3120,Co-op for sale,825000,2,2.0,2184.2078,New York County,New York,40.763634,-73.9803,Manhattan,10019,Sotheby's International Realty
3121,Multi-family home for sale,1849000,6,3.0,3001.0,New York,Kings County,40.664818,-73.98918,Brooklyn,11215,Sotheby's International Realty
3122,Co-op for sale,699000,1,1.0,700.0,New York County,New York,40.776436,-73.97715,Manhattan,10023,Corcoran
3123,Condo for sale,320000,2,1.0,802.0,Bronx County,The Bronx,40.84091,-73.85459,Bronx,10462,RE/MAX
3124,Co-op for sale,525000,1,1.0,2184.2078,New York County,New York,40.76702,-73.962845,Manhattan,10065,COMPASS
3125,Co-op for sale,650000,2,2.0,2184.2078,New York County,New York,40.758118,-73.96206,Manhattan,10022,Brown Harris Stevens
3126,Co-op for sale,1650000,1,1.0,2184.2078,New York County,New York,40.773743,-73.958626,Manhattan,10075,Corcoran
3127,Co-op for sale,1425000,2,2.0,2184.2078,New York County,New York,40.773087,-73.95287,Manhattan,10075,Nest Seekers International
3128,Condo for sale,418000,1,1.0,684.0,Queens County,Queens,40.794666,-73.8474,Other,11356,Century Homes Realty Group LLC
3129,Multi-family home for sale,1399000,8,6.0,3448.0,New York,Kings County,40.625576,-73.91335,Brooklyn,11234,5 Boro Realty Corp
3130,House for sale,339000,2,1.0,700.0,New York,Richmond County,40.5633,-74.1004,Staten Island,10306,Robert DeFalco Realty
3131,Co-op for sale,400000,1,1.0,2184.2078,Queens County,Queens,40.762146,-73.93189,Queens,11106,Corcoran
3132,House for sale,699000,3,1.0,4000.0,New York,Queens County,40.696926,-73.7655,Other,11412,Other
3133,Condo for sale,1325000,2,2.0,2184.2078,New York County,New York,40.76227,-73.97672,Manhattan,10019,Other
3134,Condo for sale,1750000,6,3.0,3364.0,New York,Kings County,40.658573,-73.950745,Brooklyn,11225,COMPASS
3135,Multi-family home for sale,2100000,3,3.0,2000.0,New York,Kings County,40.675617,-74.00028,Brooklyn,11231,Other
3136,Co-op for sale,205900,1,1.0,750.0,Queens County,The Bronx,40.71193,-73.82636,Other,11415,Douglas Elliman
3137,Co-op for sale,265000,1,1.0,765.0,Kings County,Brooklyn,40.61807,-73.96997,Brooklyn,11230,Other
3138,Co-op for sale,169999,1,1.0,2184.2078,Queens County,Queens,40.6661,-73.84719,Other,11414,Douglas Elliman
3139,House for sale,775000,3,1.0,1696.0,New York,Bronx County,40.837738,-73.82415,Bronx,10465,Keller Williams
3140,House for sale,685000,4,2.0,2269.0,New York,Richmond County,40.58492,-74.159935,Staten Island,10314,RE/MAX
3141,Multi-family home for sale,1245000,7,6.0,2184.2078,New York,Queens County,40.75913,-73.8579,Other,11369,Other
3142,Co-op for sale,795000,1,1.0,2184.2078,New York County,New York,40.770725,-73.954216,Manhattan,10021,Sotheby's International Realty
3143,Condo for sale,445000,3,1.0,402.0,Queens County,Queens,40.768017,-73.91745,Queens,11103,Other
3144,Co-op for sale,399000,2,1.0,960.0,Kings County,Brooklyn,40.57923,-73.97132,Brooklyn,11224,Century 21
3145,Multi-family home for sale,1990000,6,5.0,2150.0,New York,Queens County,40.755756,-73.777405,Other,11361,Other
3146,Co-op for sale,529000,2,1.0,2184.2078,New York County,New York,40.85589,-73.93518,Manhattan,10040,Brown Harris Stevens
3147,Co-op for sale,7500000,6,6.0,4200.0,New York County,New York,40.78027,-73.95679,Manhattan,10028,Corcoran
3148,Co-op for sale,595000,1,1.0,2184.2078,New York County,New York,40.854034,-73.93933,Manhattan,10033,Corcoran
3149,Co-op for sale,525000,3,2.0,2184.2078,Kings County,Brooklyn,40.57942,-73.97091,Brooklyn,11224,Douglas Elliman
3150,Co-op for sale,479000,2,1.0,1100.0,Kings County,Brooklyn,40.57781,-73.97283,Brooklyn,11224,Other
3151,Co-op for sale,4995000,4,4.0,5500.0,New York,New York County,40.7623,-73.96983,Manhattan,10022,Brown Harris Stevens
3152,Co-op for sale,460000,2,1.0,2184.2078,New York County,New York,40.800262,-73.964836,Manhattan,10025,COMPASS
3153,House for sale,1200000,4,2.0,2184.2078,New York,Queens County,40.75515,-73.77579,Other,11361,Other
3154,Condo for sale,5950000,2,2.0,1853.0,New York County,New York,40.734756,-74.00971,Manhattan,10014,Sotheby's International Realty
3155,Condo for sale,599000,1,1.0,626.0,New York County,New York,40.792057,-73.93933,Manhattan,10029,COMPASS
3156,Co-op for sale,350000,3,1.0,2184.2078,New York County,New York,40.7557,-73.971756,Manhattan,10017,COMPASS
3157,Condo for sale,420000,1,1.0,668.0,Kings County,Brooklyn,40.578312,-73.967094,Brooklyn,11235,Other
3158,Co-op for sale,2199000,2,2.0,1770.0,New York County,New York,40.7899,-73.97747,Manhattan,10024,Corcoran
3159,Co-op for sale,595000,1,1.0,700.0,New York County,New York,40.754337,-73.964714,Manhattan,10022,Brown Harris Stevens
3160,Co-op for sale,249000,2,1.0,1000.0,Kings County,Brooklyn,40.592663,-73.93887,Brooklyn,11235,Other
3161,Condo for sale,11000000,4,4.0,3452.0,New York,New York County,40.745056,-74.00279,Manhattan,10011,COMPASS
3162,Co-op for sale,585000,1,1.0,2184.2078,New York County,New York,40.857025,-73.936104,Manhattan,10040,Corcoran
3163,Multi-family home for sale,1180000,8,4.0,3321.0,New York,Bronx County,40.830753,-73.87573,Bronx,10472,Other
3164,Co-op for sale,115000,3,1.0,550.0,Bronx County,The Bronx,40.87162,-73.8826,Bronx,10458,Coldwell Banker
3165,Condo for sale,779000,1,1.0,638.0,New York County,New York,40.742283,-73.97811,Manhattan,10016,Brown Harris Stevens
3166,Multi-family home for sale,1850000,12,7.0,4719.0,New York,Kings County,40.639584,-74.008194,Brooklyn,11220,RE/MAX
3167,Condo for sale,9975000,3,3.0,2241.0,New York,Manhattan,40.76972,-73.98107,Manhattan,10023,Other
3168,Townhouse for sale,925000,3,2.0,1875.0,New York,Queens County,40.73189,-73.80019,Other,11365,Other
3169,Co-op for sale,2750000,2,2.0,2184.2078,New York County,New York,40.766666,-73.9797,Manhattan,10019,COMPASS
3170,Co-op for sale,1450000,4,2.0,2184.2078,New York County,New York,40.74944,-73.976814,Manhattan,10016,Brown Harris Stevens
3171,Townhouse for sale,3400000,5,4.0,4852.0,New York,New York County,40.8181,-73.9429,Manhattan,10030,Keller Williams
3172,Co-op for sale,329000,2,1.0,2184.2078,Queens County,Queens,40.78078,-73.77435,Other,11360,B Square Realty
3173,House for sale,699000,3,2.0,1008.0,New York,Richmond County,40.630653,-74.16558,Staten Island,10303,Other
3174,Multi-family home for sale,1075000,7,3.0,2184.2078,New York,Kings County,40.688896,-73.90591,Brooklyn,11207,Other
3175,Multi-family home for sale,790000,4,3.0,1784.0,New York,Bronx County,40.85102,-73.85339,Bronx,10461,Other
3176,Condo for sale,7750000,5,6.0,3701.0,Kings County,Brooklyn,40.692917,-74.000885,Brooklyn,11201,Serhant
3177,Townhouse for sale,19995000,6,8.0,8757.0,New York,New York County,40.731888,-73.99999,Manhattan,10011,Serhant
3178,Co-op for sale,3375000,3,3.0,2184.2078,New York County,New York,40.788895,-73.95459,Manhattan,10029,Sotheby's International Realty
3179,Co-op for sale,3150000,4,3.0,2184.2078,New York,New York County,40.783516,-73.974815,Manhattan,10024,Corcoran
3180,Co-op for sale,15000000,4,6.0,2184.2078,New York,New York County,40.76684,-73.97075,Manhattan,10065,Brown Harris Stevens
3181,Co-op for sale,3150000,4,4.0,2184.2078,New York County,New York,40.76994,-73.968605,Manhattan,10065,Douglas Elliman
3182,House for sale,899000,2,2.0,1056.0,New York,Kings County,40.60328,-74.01437,Brooklyn,11228,NoBroker
3183,Condo for sale,795000,1,1.0,860.0,New York County,New York,40.761482,-73.96106,Manhattan,10065,COMPASS
3184,Co-op for sale,275000,1,1.0,880.0,Kings County,Brooklyn,40.632965,-73.970924,Brooklyn,11230,RE/MAX
3185,Multi-family home for sale,775000,6,2.0,2910.0,New York,Bronx County,40.85013,-73.86699,Bronx,10462,RE/MAX
3186,House for sale,2150000,2,2.0,2184.2078,New York County,New York,40.747986,-73.97284,Manhattan,10016,Douglas Elliman
3187,House for sale,899000,3,1.0,2184.2078,New York,Queens County,40.75436,-73.90779,Queens,11377,Other
3188,House for sale,699000,5,4.0,1838.0,New York,Bronx County,40.86773,-73.88496,Bronx,10458,Other
3189,Multi-family home for sale,904000,4,3.0,2184.2078,New York,Queens County,40.72363,-73.80949,Other,11366,Other
3190,House for sale,669000,3,1.0,2184.2078,New York,Queens County,40.68996,-73.84844,Other,11421,Other
3191,Co-op for sale,279000,1,1.0,2184.2078,Queens County,Queens,40.73129,-73.85773,Queens,11374,Other
3192,Co-op for sale,330000,1,1.0,656.0,Queens County,Queens,40.7843,-73.7762,Other,11360,Other
3193,Co-op for sale,399000,3,1.0,2184.2078,New York County,New York,40.76973,-73.959015,Manhattan,10021,Other
3194,Co-op for sale,740000,2,1.0,2184.2078,New York County,New York,40.788708,-73.97001,Manhattan,10024,Corcoran
3195,House for sale,590000,5,3.0,1152.0,New York,Queens County,40.601933,-73.75871,Other,11691,Other
3196,House for sale,1250000,3,2.0,2049.0,New York,Kings County,40.652096,-73.94511,Brooklyn,11203,Other
3197,Co-op for sale,975000,2,2.0,1270.0,New York County,New York,40.837032,-73.94779,Manhattan,10032,COMPASS
3198,Condo for sale,849000,3,2.0,2184.2078,New York County,New York,40.771984,-73.98024,Manhattan,10023,Corcoran
3199,House for sale,1699000,3,2.0,2200.0,New York,Kings County,40.687073,-73.958466,Brooklyn,11238,Corcoran
3200,Co-op for sale,1195000,2,2.0,2184.2078,New York County,New York,40.77475,-73.94888,Manhattan,10028,Corcoran
3201,Co-op for sale,190000,3,1.0,500.0,Queens County,Queens,40.71225,-73.78851,Queens,11432,Keller Williams
3202,Co-op for sale,405000,3,1.0,550.0,New York County,New York,40.774067,-73.9523,Manhattan,10028,Coldwell Banker
3203,Co-op for sale,169500,1,1.0,2184.2078,Bronx County,The Bronx,40.853104,-73.863625,Bronx,10462,Other
3204,Multi-family home for sale,950000,5,2.0,1660.0,New York,Kings County,40.57929,-73.96034,Brooklyn,11235,RE/MAX
3205,Condo for sale,800000,3,1.0,916.0,New York,New York County,40.70671,-74.01046,Manhattan,10005,Other
3206,Condo for sale,359000,2,1.0,920.0,Kings County,Brooklyn,40.654873,-73.88477,Brooklyn,11207,Other
3207,Co-op for sale,1950000,2,3.0,2184.2078,New York County,New York,40.769596,-73.96888,Manhattan,10065,Coldwell Banker
3208,Townhouse for sale,999000,7,4.0,2184.2078,New York,Kings County,40.66568,-73.89165,Brooklyn,11207,Other
3209,Co-op for sale,1950000,2,2.0,960.0,New York County,New York,40.73735,-74.00632,Manhattan,10014,Corcoran
3210,Condo for sale,649000,1,1.0,2184.2078,New York County,New York,40.81217,-73.952354,Manhattan,10027,E Realty International
3211,Condo for sale,1175000,4,2.0,2184.2078,Queens County,Queens,40.793293,-73.79518,Other,11357,Winzone Realty
3212,House for sale,799000,4,2.0,2184.2078,New York,Queens County,40.675785,-73.83617,Other,11417,Other
3213,Condo for sale,2950000,3,2.0,1709.0,Kings County,Brooklyn,40.693535,-74.00026,Brooklyn,11201,COMPASS
3214,Condo for sale,358000,3,1.0,2184.2078,Queens County,Queens,40.718773,-73.811165,Queens,11367,NoBroker
3215,Co-op for sale,189999,1,1.0,2184.2078,Queens County,Queens,40.70472,-73.83256,Other,11415,Charles Rutenberg Realty Inc
3216,Condo for sale,760000,1,1.0,700.0,New York County,New York,40.766296,-73.9882,Manhattan,10019,NoBroker
3217,Multi-family home for sale,675999,3,2.0,2070.0,New York,Bronx County,40.897404,-73.84279,Bronx,10466,eXp Realty
3218,Condo for sale,380000,3,1.0,393.0,Kings County,Brooklyn,40.618484,-74.00015,Brooklyn,11228,Other
3219,Co-op for sale,379000,2,1.0,2184.2078,Queens County,Queens,40.73341,-73.85851,Queens,11374,Other
3220,Co-op for sale,995000,2,2.0,2184.2078,New York County,New York,40.769924,-73.961716,Manhattan,10021,Coldwell Banker
3221,Condo for sale,649000,3,2.0,1150.0,Kings County,Brooklyn,40.628006,-73.91558,Brooklyn,11234,BERGEN BASIN REALTY
3222,Condo for sale,475000,1,1.0,739.0,Kings County,Brooklyn,40.57894,-73.96321,Brooklyn,11235,RE/MAX
3223,Multi-family home for sale,1799000,11,6.0,5031.0,New York,Kings County,40.60835,-73.990326,Brooklyn,11214,RE/MAX
3224,House for sale,1500000,8,5.0,2184.2078,New York,Bronx County,40.88389,-73.90803,Bronx,10463,TREBACH REALTY INC
3225,Condo for sale,3995000,3,4.0,2456.0,New York,Manhattan,40.778168,-73.948906,Manhattan,10128,Corcoran
3226,Townhouse for sale,2299000,7,6.0,2184.2078,New York,New York County,40.80661,-73.93903,Manhattan,10035,"Garfield, Leslie J. & Co., Inc."
3227,Co-op for sale,3200000,3,4.0,1825.0,New York County,New York,40.7703,-73.98047,Manhattan,10019,Sotheby's International Realty
3228,Co-op for sale,579000,3,2.0,1200.0,Queens County,Queens,40.734634,-73.86024,Queens,11374,Other
3229,Condo for sale,648888,2,2.0,950.0,Queens County,Queens,40.71887,-73.81112,Queens,11367,Other
3230,Multi-family home for sale,989000,7,5.0,3978.0,New York,Queens County,40.6659,-73.85475,Other,11414,Other
3231,Co-op for sale,995000,1,1.0,2184.2078,New York County,New York,40.74405,-73.99804,Manhattan,10011,COMPASS
3232,Co-op for sale,154900,1,1.0,700.0,Bronx County,The Bronx,40.864655,-73.90821,Bronx,10468,Other
3233,Condo for sale,399000,1,1.0,577.0,Kings County,Brooklyn,40.63736,-74.02722,Brooklyn,11220,RE/MAX
3234,Condo for sale,589000,3,1.0,415.0,New York County,New York,40.760242,-73.99543,Manhattan,10036,NoBroker
3235,Condo for sale,3795000,3,3.0,2250.0,New York County,New York,40.774754,-73.95611,Manhattan,10075,Corcoran
3236,Co-op for sale,199999,3,1.0,471.0,Queens County,Queens,40.72231,-73.84153,Other,11375,RE/MAX
3237,Co-op for sale,2500000,3,2.0,3200.0,New York County,New York,40.746887,-73.991066,Manhattan,10001,Brown Harris Stevens
3238,House for sale,749999,3,2.0,2184.2078,New York,Kings County,40.648544,-73.92923,Brooklyn,11203,Other
3239,Co-op for sale,1595000,2,2.0,2184.2078,New York County,New York,40.794212,-73.97616,Manhattan,10025,COMPASS
3240,Co-op for sale,258000,3,1.0,500.0,Queens County,Queens,40.7666,-73.81576,Queens,11354,Other
3241,House for sale,685000,3,2.0,1280.0,New York,Richmond County,40.54919,-74.16603,Staten Island,10312,Other
3242,Multi-family home for sale,599000,5,2.0,2184.2078,New York,Queens County,40.60738,-73.75468,Other,11691,Other
3243,Condo for sale,3250000,3,2.0,2292.0,New York County,New York,40.717537,-73.98996,Manhattan,10002,Sotheby's International Realty
3244,Condo for sale,245000,1,1.0,800.0,Richmond County,Staten Island,40.61895,-74.107155,Staten Island,10301,"Tom Crimmins Realty, Ltd."
3245,Co-op for sale,729000,3,2.0,1400.0,Bronx County,The Bronx,40.892467,-73.90911,Bronx,10471,Other
3246,Multi-family home for sale,779000,3,2.0,1557.0,New York,Bronx County,40.849445,-73.85158,Bronx,10461,Other
3247,Condo for sale,1090000,3,3.0,1295.0,Kings County,Brooklyn,40.626095,-73.98151,Brooklyn,11204,eXp Realty
3248,Co-op for sale,365000,2,1.0,925.0,Kings County,Brooklyn,40.6022,-73.97095,Brooklyn,11223,Other
3249,Townhouse for sale,12495000,4,4.0,6310.0,New York,New York County,40.777756,-73.96006,Manhattan,10028,Douglas Elliman
3250,Condo for sale,1990000,2,2.0,1309.0,New York County,New York,40.743923,-73.993706,Manhattan,10011,Other
3251,Multi-family home for sale,1200000,6,4.0,2808.0,New York,Bronx County,40.892826,-73.83481,Bronx,10466,eXp Realty
3252,Co-op for sale,473000,2,1.0,1000.0,Kings County,Brooklyn,40.578255,-73.953476,Brooklyn,11235,Other
3253,Co-op for sale,2348000,3,4.0,2184.2078,New York County,New York,40.752625,-73.96587,Manhattan,10017,COMPASS
3254,Condo for sale,25000000,5,6.0,4089.0,New York County,New York,40.74819,-74.00694,Manhattan,10011,Other
3255,Condo for sale,995000,1,1.0,2184.2078,New York,New York County,40.734417,-73.983635,Manhattan,10003,Brown Harris Stevens
3256,Townhouse for sale,2950000,4,4.0,2184.2078,New York,Kings County,40.677357,-74.001335,Brooklyn,11231,COMPASS
3257,Co-op for sale,133000,1,1.0,630.0,Bronx County,The Bronx,40.87203,-73.86953,Bronx,10467,Other
3258,Multi-family home for sale,1548000,9,4.0,4539.0,New York,Queens County,40.753418,-73.862885,Other,11368,Other
3259,Multi-family home for sale,850000,5,3.0,3024.0,New York,Bronx County,40.87702,-73.85856,Bronx,10469,BESMATCH REAL ESTATE
3260,Multi-family home for sale,995000,6,3.0,2125.0,United States,New York,40.589508,-73.98552,Brooklyn,11214,RE/MAX
3261,Co-op for sale,1850000,3,2.0,2184.2078,New York County,New York,40.73771,-73.98191,Manhattan,10010,COMPASS
3262,House for sale,2800000,2,1.0,1800.0,United States,New York,40.52407,-74.17105,Staten Island,10312,Other
